Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
11,Cable Knit Collar Two Tone Long Sleeve Top,Blue ,Regular,,Regular,42% Acrylic 30% Polyester 28% Polyamide,Solid,,Collar,,,,School,,,https://img1.shopcider.com/product/1729152749000-2b3jEZ.jpg,https://www.shopcider.com/goods/cable-knit-collar-two-tone-long-sleeve-top-113982859?style_id=2065042&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=113982859&shopPage=11&shopIndex=22&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B22&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=23&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYxMTI5NzQ2MDAwLWhuUkpNWC5qcGciLCJzcHUiOjExMzk4Mjg1OSwic3B1Q29kZSI6IkNEMjAyNDA5MDI1NDI5MTNLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDk2OTg4MC1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjA3NjQ2MjItY2VmZS00MjA1LWFhMjQtNjE5YzNhN2FkOTMwIn0%3D&activityId=10282&activity_id=10282
12,Knit Round Neckline Button Cardigan,Green ,Regular,,,100% Polyester,Solid,,Round Neckline,,,,School Daily Casual Picnic Coffee Shop,Button,,https://img1.shopcider.com/product/1727438315000-tPRcmS.jpg,https://www.shopcider.com/goods/round-neckline-solid-button-cardigan-113887510?style_id=2055975&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=113887510&shopPage=11&shopIndex=23&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B23&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=24&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QsU1dJTkciLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIlRTUlQjglODMlRTUlQjAlOTQtMjAyNTEwMTctUERQJTI2Q09NTUVOVC1kZWJvcmFoYnhfLXRpa3Rvay03NTU4MDkyOTk4MDg5NzIzMTU4LSU1QkNEMjAyNDA4MjY1MzgyODVDRy1PbGl2ZSUyMEdyZWVuLVMlNUQubXA0Iiwic3B1IjoxMTM4ODc1MTAsInNwdUNvZGUiOiJDRDIwMjQwODI2NTM4Mjg1Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ5Njk4ODAtcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6IjYwNzY0NjIyLWNlZmUtNDIwNS1hYTI0LTYxOWMzYTdhZDkzMCJ9&activityId=10282&activity_id=10282
13,Solid Knit Polo Zipper Cardigan,White,Regular,,,52% Acrylic 28% nylon 20% viscose,Solid,,Polo High Neck,,,,,Zipper,,https://img1.shopcider.com/product/1692157087000-EN4Pix.jpg,https://www.shopcider.com/goods/solid-knit-polo-zipper-cardigan-1050358?style_id=1152306&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=1050358&shopPage=11&shopIndex=24&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B24&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=25&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNjkyMTU3MDg3MDAwLUVONFBpeC5qcGciLCJzcHUiOjEwNTAzNTgsInNwdUNvZGUiOiJDRDIwMjMwNTMxMzIyMzUyS1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ5Njk4ODAtcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6IjYwNzY0NjIyLWNlZmUtNDIwNS1hYTI0LTYxOWMzYTdhZDkzMCJ9&activityId=10282&activity_id=10282
14,Knit Collar Striped Knotted Oversized Sweater,Red,Oversized,,Regular,100% Acrylic,Stripes,,Collar,,,,School,Knotted,,https://img1.shopcider.com/product/1729152736000-BNEnWe.jpg,https://www.shopcider.com/goods/knit-collar-striped-knotted-oversized-sweater-113974642?style_id=2065915&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=113974642&shopPage=11&shopIndex=25&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B25&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=26&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzI5MTUyNzM2MDAwLUJORW5XZS5qcGciLCJzcHUiOjExMzk3NDY0Miwic3B1Q29kZSI6IkNEMjAyNDA4MDg1Mjc4MDFLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDk2OTg4MC1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjA3NjQ2MjItY2VmZS00MjA1LWFhMjQtNjE5YzNhN2FkOTMwIn0%3D&activityId=10282&activity_id=10282
15,Knit Boat Neck Long Sleeve Top,Black ,Regular,,Regular,42% Acrylic 30% Polyester 28% Polyamide,Solid,,Boat Neck,,,,Work,,,https://img1.shopcider.com/product/1729821580000-d3SHRA.jpg,https://www.shopcider.com/goods/knit-boat-neck-long-sleeve-top-114022573?style_id=2069517&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114022573&shopPage=11&shopIndex=27&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B27&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=28&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6IuiDjOmdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6ZmFsc2UsInNhbGVQcmljZSI6MzIuOTAsInNjZW5lIjoiQ0FURUdPUllfQ09MTEVDVElPTiIsInNrY0ZpcnN0SW1nIjoiMTcyOTgyMTU4MDAwMC1kM1NIUkEuanBnIiwic3B1IjoxMTQwMjI1NzMsInNwdUNvZGUiOiJDRDIwMjQwODIxNTM2MDcxS1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ5Njk4ODAtcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6IjYwNzY0NjIyLWNlZmUtNDIwNS1hYTI0LTYxOWMzYTdhZDkzMCJ9&activityId=10282&activity_id=10282
16,Knit Boat Neck Long Sleeve Cinched Waist Oversized Top,Black ,Oversized,,Regular,100% Acrylic,Solid,,Boat Neck,,,,Work,,,https://img1.shopcider.com/product/1758549591000-F3nT2T.jpg,https://www.shopcider.com/goods/knit-boat-neck-long-sleeve-cinched-waist-oversized-top-114934544?style_id=2206184&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114934544&shopPage=11&shopIndex=28&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B28&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=29&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QsU1dJTkciLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNC45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU4NTQ5NTkxMDAwLUYzblQyVC5qcGciLCJzcHUiOjExNDkzNDU0NCwic3B1Q29kZSI6IkNEMjAyNTA1MTY2MTcxMjhLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDk2OTg4MC1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjA3NjQ2MjItY2VmZS00MjA1LWFhMjQtNjE5YzNhN2FkOTMwIn0%3D&activityId=10282&activity_id=10282
17,Cable Knit Asymmetrical Neck Oversized Long Sleeve Top,Gray ,Oversized,,Regular,47% Polyester 28% Polyamide 25% Acrylic,Solid,,Asymmetrical Neck,,,,Daily Casual,,,https://img1.shopcider.com/product/1731397260000-zWTmyw.jpg,https://www.shopcider.com/goods/cable-knit-asymmetrical-neck-oversized-long-sleeve-top-114089202?style_id=2093025&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114089202&shopPage=11&shopIndex=29&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B29&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=30&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzMxMzk3MjYwMDAwLXpXVG15dy5qcGciLCJzcHUiOjExNDA4OTIwMiwic3B1Q29kZSI6IkNEMjAyNDA5MjA1NTQ2NzJLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDk2OTg4MC1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjA3NjQ2MjItY2VmZS00MjA1LWFhMjQtNjE5YzNhN2FkOTMwIn0%3D&activityId=10282&activity_id=10282
18,Cable Knit Collar Long Sleeve Two Tone Oversized Top,Gray ,Oversized,,Long,70% recycled polyester 30% Polyester,Solid,,Collar,,,,Daily Casual,Zipper,,https://img1.shopcider.com/product/1761831761000-jntnJJ.jpg,https://www.shopcider.com/goods/knit-collar-long-sleeve-color-blocking-oversized-top-115055164?style_id=2229006&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=115055164&shopPage=11&shopIndex=30&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B30&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=31&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYxODMxNzYxMDAwLWpudG5KSi5qcGciLCJzcHUiOjExNTA1NTE2NCwic3B1Q29kZSI6IkNEMjAyNTA4MDU2MzU5OTBLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDk5NTcxMS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiZjZmYjhkOTEtNjA5OC00ZTRhLTllZDUtNDkzNDZiYmZhNzYwIn0%3D&activityId=10282&activity_id=10282
19,Knit Turtleneck Top & Off-shoulder Lantern Sleeve Top,Green ,Regular,,Regular,50% Viscose 28% Polyester 22% Polyamide,Solid,,Turtleneck,,,,Daily Casual,,,https://img1.shopcider.com/product/1761290772000-rFta85.jpg,https://www.shopcider.com/goods/knit-turtleneck-cinched-waist-top-off-shoulder-puff-sleeve-top-115047130?style_id=2226581&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=115047130&shopPage=11&shopIndex=31&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B31&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=32&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xEX1NUQVJUXzJORF9TVEFHRSxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0NC45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzYxMjkwNzcyMDAwLXJGdGE4NS5qcGciLCJzcHUiOjExNTA0NzEzMCwic3B1Q29kZSI6IkNEMjAyNTA5MjY2NDgyODhLTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDk5NTcxMS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiZjZmYjhkOTEtNjA5OC00ZTRhLTllZDUtNDkzNDZiYmZhNzYwIn0%3D&activityId=10282&activity_id=10282
20,Knit Collar Stripe Short Sleeve Top,White ,Regular,,Regular,40% recycled polyester 30% Polyester 18% Acrylic 12% Polyamide,Solid,,Collar,,,,School Daily Casual,,,https://img1.shopcider.com/product/1741084877000-nhQfRE.jpg,https://www.shopcider.com/goods/knit-collar-stripe-short-sleeve-top-114438144?style_id=2132272&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114438144&shopPage=11&shopIndex=32&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B32&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=33&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJvcmlnaW5hbFByaWNlIjozMi45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MTguOTksInNjZW5lIjoiQ0FURUdPUllfQ09MTEVDVElPTiIsInNrY0ZpcnN0SW1nIjoiMTc0MTA4NDg3NzAwMC1uaFFmUkUuanBnIiwic3B1IjoxMTQ0MzgxNDQsInNwdUNvZGUiOiJDRDIwMjQxMjA2NTg0NDIyS1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ5OTU3MTEtcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6ImY2ZmI4ZDkxLTYwOTgtNGU0YS05ZWQ1LTQ5MzQ2YmJmYTc2MCJ9&activityId=10282&activity_id=10282
21,Wool-blend Collar Solid Zipper Knitted Sweater,Beige,Regular,,Regular,68% Polyester 24% Acrylic 6% Wool 2% Elastane,Solid,,Collar,,,,School Daily Casual,Zipper,,https://img1.shopcider.com/product/1693923372000-ArtHGx.jpg,https://www.shopcider.com/goods/collar-solid-zipper-knitted-sweater-101037775?style_id=1162059&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=101037775&shopPage=11&shopIndex=34&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B34&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=35&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWFqOi6q%20WbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QsU1dJTkciLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6ZmFsc2UsInNhbGVQcmljZSI6MzcuOTAsInNjZW5lIjoiQ0FURUdPUllfQ09MTEVDVElPTiIsInNrY0ZpcnN0SW1nIjoiMTcwODIzODkwMTAwMC03TUdNekIuanBnIiwic3B1IjoxMDEwMzc3NzUsInNwdUNvZGUiOiJDRDIwMjMwODA1MzU5MzA2S0NUIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM0OTk1NzExLXJlY29fcmVyYW5rX2Rpc2NvdW50X2RpdmVyc2l0eTpiYXNlLXJlY29fc29ydF93ZWlnaHRfYnlfY2xpY2tfbGVuX2hvdF9jb2xsZWN0aW9uOi1yZWNvX3JhbmtfZGVlcF9mbV9wMjpiYXNlMy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF91c18yMDI1MDkwODpiYXNlXzExMDctcmVjb19yZXJhbmtfbG9jYWxfYm9vc3Rfbm9ydGhfMjAyNTA5MjI6YmFzZS1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjk2Mjc6Q29udHJvbCIsInRyYWNraW5nSWQiOiJmNmZiOGQ5MS02MDk4LTRlNGEtOWVkNS00OTM0NmJiZmE3NjAifQ%3D%3D&activityId=10282&activity_id=10282
